BookingID,CustomerID,DriverID,CabID,BookingDate,PickupLocation,DropoffLocation,TripStart,TripEnd,DistanceKM,Fare,Status
2537,253,46,11,2025-06-30 08:44:05,Hotel,Office,2025-06-30 08:58:05,2025-06-30 09:13:05,7.56,97.42,Completed
2538,167,27,19,2025-06-02 22:10:41,Office,Airport,2025-06-02 22:40:41,,15.12,185.53,Ongoing
2539,469,28,54,2025-10-08 19:50:36,Airport,Mall,2025-10-08 20:00:36,,23.08,304.36,Cancelled
2540,222,42,14,2025-06-10 01:46:41,Market,Station,2025-06-10 01:56:41,2025-06-10 02:03:41,3.92,48.65,Completed
2541,20,19,17,2025-05-03 01:26:49,Market,Mall,2025-05-03 01:44:49,,13.84,139.09,Cancelled
2542,78,14,30,2025-06-01 02:34:52,Mall,Hotel,2025-06-01 02:46:52,,2.2,29.13,Cancelled
2543,207,9,31,2025-08-07 13:26:22,Airport,Hotel,2025-08-07 13:36:22,,6.74,97.61,Cancelled
2544,150,14,30,2025-08-27 12:48:45,Mall,Hotel,2025-08-27 13:03:45,2025-08-27 13:52:45,24.72,325.89,Completed
2545,326,7,43,2025-08-06 13:37:43,Airport,University,2025-08-06 13:45:43,,19.34,238.39,Cancelled
2546,257,38,56,2025-08-04 07:23:07,Airport,University,2025-08-04 07:49:07,2025-08-04 07:56:07,3.88,56.6,Completed
2547,104,30,50,2025-07-28 01:07:54,Station,Airport,2025-07-28 01:37:54,,3.68,49.52,Cancelled
2548,397,38,56,2025-05-06 13:20:41,Hotel,Mall,2025-05-06 13:33:41,2025-05-06 13:58:41,12.79,149.97,Completed
2549,161,27,19,2025-09-21 08:49:52,Hotel,Market,2025-09-21 09:07:52,,24.43,337.53,Cancelled
2550,65,3,36,2025-08-23 13:30:16,Airport,Mall,2025-08-23 13:56:16,2025-08-23 14:32:16,18.19,255.79,Completed
2551,414,22,55,2025-09-20 05:39:35,Mall,Market,2025-09-20 05:52:35,2025-09-20 06:13:35,10.53,127.29,Completed
2552,151,48,60,2025-04-11 00:44:57,Market,Station,2025-04-11 01:13:57,2025-04-11 01:39:57,13.1,193.75,Completed
2553,433,29,7,2025-04-21 02:33:15,Hotel,Market,2025-04-21 03:01:15,2025-04-21 03:22:15,10.7,149.57,Completed
2554,349,43,14,2025-07-06 00:20:24,Market,Hotel,2025-07-06 00:32:24,,14.11,168.56,Cancelled
2555,12,40,3,2025-08-19 01:48:50,Mall,Office,2025-08-19 02:00:50,2025-08-19 02:09:50,4.56,59.84,Completed
2556,437,4,34,2025-05-08 02:41:46,Office,Station,2025-05-08 03:05:46,2025-05-08 03:23:46,9.36,121.52,Completed
2557,17,19,17,2025-07-26 22:29:52,Mall,Airport,2025-07-26 22:36:52,2025-07-26 23:19:52,21.56,220.1,Completed
2558,234,42,14,2025-08-23 14:58:39,Airport,University,2025-08-23 15:14:39,2025-08-23 15:41:39,13.69,174.91,Completed
2559,377,10,8,2025-07-19 05:46:21,Office,Mall,2025-07-19 05:55:21,2025-07-19 06:38:21,21.91,255.51,Completed
2560,240,30,50,2025-04-17 18:34:24,Market,University,2025-04-17 19:01:24,2025-04-17 19:33:24,16.08,222.6,Completed
2561,499,21,22,2025-04-30 02:28:21,Mall,University,2025-04-30 02:42:21,,17.35,182.79,Cancelled
2562,97,20,56,2025-06-07 20:52:40,Mall,Station,2025-06-07 21:19:40,2025-06-07 21:25:40,3.14,42.31,Completed
2563,340,20,56,2025-06-25 23:58:32,Station,University,2025-06-26 00:22:32,2025-06-26 00:37:32,7.67,98.76,Completed
2564,209,47,58,2025-09-01 18:23:38,Station,Office,2025-09-01 18:33:38,2025-09-01 18:58:38,12.68,156.28,Completed
2565,275,2,14,2025-06-21 05:05:07,Hotel,Mall,2025-06-21 05:33:07,2025-06-21 06:16:07,21.57,260.56,Completed
2566,127,49,12,2025-05-07 10:39:18,Market,Office,2025-05-07 11:01:18,2025-05-07 11:13:18,6.46,84.37,Completed
2567,145,15,54,2025-08-09 19:01:23,University,Mall,2025-08-09 19:19:23,2025-08-09 19:21:23,1.1,15.55,Completed
2568,403,41,34,2025-04-18 17:56:20,Office,Airport,2025-04-18 18:23:20,2025-04-18 18:36:20,6.53,79.52,Completed
2569,255,27,19,2025-10-06 14:04:36,Market,Airport,2025-10-06 14:11:36,2025-10-06 14:40:36,14.6,182.01,Completed
2570,58,4,34,2025-06-19 18:52:28,Station,Airport,2025-06-19 19:07:28,,13.62,177.18,Cancelled
2571,489,9,31,2025-07-12 00:59:53,Mall,University,2025-07-12 01:14:53,2025-07-12 01:21:53,3.69,43.47,Completed
2572,18,1,47,2025-07-30 07:01:54,Market,Hotel,2025-07-30 07:21:54,,13.73,185.46,Cancelled
2573,28,47,58,2025-04-17 10:54:32,Hotel,University,2025-04-17 11:17:32,2025-04-17 11:25:32,4.45,59.11,Completed
2574,167,50,2,2025-07-17 13:48:34,Office,Market,2025-07-17 13:59:34,2025-07-17 14:10:34,5.62,61.33,Completed
2575,190,24,34,2025-04-10 02:47:53,Mall,Office,2025-04-10 03:03:53,2025-04-10 03:10:53,3.7,43.98,Completed
2576,229,4,34,2025-05-26 05:40:07,Station,Market,2025-05-26 06:00:07,2025-05-26 06:42:07,21.39,320.62,Completed
2577,188,26,42,2025-07-09 08:13:49,Office,University,2025-07-09 08:37:49,2025-07-09 09:27:49,25.0,289.84,Completed
2578,269,31,27,2025-08-23 17:27:07,Mall,Station,2025-08-23 17:33:07,2025-08-23 18:14:07,20.68,224.23,Completed
2579,203,17,40,2025-08-16 12:51:34,Market,Office,2025-08-16 13:16:34,,19.17,204.35,Ongoing
2580,251,9,31,2025-06-18 16:37:30,Station,University,2025-06-18 17:06:30,,8.49,119.62,Cancelled
2581,174,47,58,2025-09-28 06:45:52,Airport,Market,2025-09-28 07:14:52,,24.25,357.06,Ongoing
2582,321,6,34,2025-09-11 17:35:22,University,Airport,2025-09-11 17:57:22,2025-09-11 18:39:22,21.11,241.65,Completed
2583,76,46,11,2025-09-17 21:23:02,Station,Office,2025-09-17 21:41:02,,11.71,153.63,Cancelled
2584,458,38,56,2025-06-24 03:46:45,University,Hotel,2025-06-24 04:08:45,2025-06-24 04:22:45,7.04,90.88,Completed
2585,182,39,58,2025-05-23 19:50:54,Airport,Office,2025-05-23 19:59:54,,8.33,104.15,Cancelled
2586,324,28,54,2025-06-10 20:30:58,Airport,Station,2025-06-10 20:58:58,,6.73,88.68,Cancelled
2587,218,40,3,2025-07-10 13:06:39,Airport,Hotel,2025-07-10 13:30:39,2025-07-10 13:32:39,1.39,18.36,Completed
2588,102,12,58,2025-08-19 18:25:39,Airport,University,2025-08-19 18:54:39,2025-08-19 19:37:39,21.99,299.14,Completed
2589,225,18,9,2025-05-29 21:16:05,Market,Station,2025-05-29 21:29:05,2025-05-29 21:42:05,6.57,70.02,Completed
2590,261,23,28,2025-09-08 04:25:16,Office,Station,2025-09-08 04:47:16,2025-09-08 05:31:16,22.38,305.88,Completed
2591,434,38,56,2025-04-28 12:42:01,University,Airport,2025-04-28 12:49:01,,13.37,199.08,Cancelled
2592,486,37,50,2025-08-30 21:15:49,Station,Hotel,2025-08-30 21:42:49,2025-08-30 22:28:49,23.49,290.7,Completed
2593,451,21,22,2025-07-24 02:15:33,Airport,Market,2025-07-24 02:38:33,,3.94,43.29,Cancelled
2594,53,26,42,2025-05-19 09:53:21,Hotel,University,2025-05-19 09:59:21,2025-05-19 10:35:21,18.43,273.49,Completed
2595,344,35,39,2025-06-22 09:39:16,Office,Station,2025-06-22 09:51:16,,6.28,68.25,Ongoing
2596,281,27,19,2025-05-31 06:48:15,Hotel,Airport,2025-05-31 07:03:15,,23.52,324.31,Cancelled
2597,353,23,28,2025-07-10 05:00:40,Airport,Station,2025-07-10 05:05:40,2025-07-10 05:08:40,1.86,23.31,Completed
2598,177,11,34,2025-07-01 09:51:48,University,Mall,2025-07-01 10:07:48,2025-07-01 10:50:48,21.91,285.93,Completed
2599,8,32,35,2025-08-13 19:58:58,Market,Mall,2025-08-13 20:15:58,2025-08-13 20:47:58,16.48,194.86,Completed
2600,28,28,54,2025-09-16 13:25:04,Mall,Market,2025-09-16 13:52:04,2025-09-16 14:38:04,23.14,306.97,Completed
2601,272,9,31,2025-09-05 00:25:28,University,Station,2025-09-05 00:49:28,2025-09-05 01:11:28,11.43,120.46,Completed
2602,36,35,39,2025-05-01 18:50:27,Station,Mall,2025-05-01 19:13:27,,17.75,238.88,Cancelled
2603,80,33,5,2025-07-10 15:39:46,Office,University,2025-07-10 15:54:46,,22.74,326.2,Cancelled
2604,172,13,17,2025-06-30 06:49:42,Station,Market,2025-06-30 07:00:42,2025-06-30 07:07:42,3.86,40.62,Completed
2605,57,4,34,2025-04-26 19:31:37,Office,University,2025-04-26 19:42:37,2025-04-26 19:54:37,6.31,86.05,Completed
2606,187,42,14,2025-04-28 12:38:26,University,Airport,2025-04-28 13:02:26,2025-04-28 13:28:26,13.4,144.49,Completed
2607,482,18,9,2025-09-14 00:02:13,Market,Hotel,2025-09-14 00:24:13,,15.39,166.63,Ongoing
2608,166,48,60,2025-06-19 14:34:55,University,Airport,2025-06-19 14:50:55,2025-06-19 15:19:55,14.88,186.86,Completed
2609,106,42,14,2025-07-20 13:25:42,University,Market,2025-07-20 13:51:42,2025-07-20 14:06:42,7.99,118.35,Completed
2610,3,30,50,2025-10-08 11:45:50,Station,Market,2025-10-08 11:54:50,2025-10-08 12:22:50,14.14,190.38,Completed
2611,139,49,12,2025-09-11 07:19:50,Market,Hotel,2025-09-11 07:25:50,2025-09-11 07:32:50,3.63,47.07,Completed
2612,83,7,43,2025-09-12 21:31:22,Station,Hotel,2025-09-12 21:54:22,2025-09-12 22:03:22,4.9,57.11,Completed
2613,381,34,9,2025-04-21 13:56:23,Office,Station,2025-04-21 14:03:23,2025-04-21 14:20:23,8.83,125.03,Completed
2614,20,9,31,2025-09-27 11:21:28,Station,Hotel,2025-09-27 11:47:28,,22.62,326.88,Cancelled
2615,5,46,11,2025-08-27 15:39:35,Office,Market,2025-08-27 16:05:35,,20.83,303.18,Cancelled
2616,24,31,27,2025-08-13 15:41:36,University,Airport,2025-08-13 15:58:36,2025-08-13 16:14:36,8.16,112.3,Completed
2617,191,16,11,2025-09-06 13:37:49,Airport,Hotel,2025-09-06 13:57:49,2025-09-06 14:16:49,9.7,122.01,Completed
2618,254,14,30,2025-04-12 14:56:16,Market,Airport,2025-04-12 15:03:16,2025-04-12 15:32:16,14.67,199.09,Completed
2619,458,33,5,2025-04-29 16:31:53,Market,Hotel,2025-04-29 16:37:53,2025-04-29 17:15:53,19.01,231.49,Completed
2620,482,16,11,2025-07-22 11:57:16,Airport,Hotel,2025-07-22 12:26:16,2025-07-22 12:35:16,4.67,55.71,Completed
2621,249,47,58,2025-08-12 19:31:58,Mall,Office,2025-08-12 19:47:58,2025-08-12 20:16:58,14.58,212.96,Completed
2622,207,9,31,2025-08-12 19:32:30,Hotel,Mall,2025-08-12 19:43:30,,11.44,162.73,Ongoing
2623,115,26,42,2025-07-25 23:55:50,Airport,Office,2025-07-26 00:18:50,2025-07-26 00:49:50,15.63,208.45,Completed
2624,286,12,58,2025-05-14 00:14:54,University,Hotel,2025-05-14 00:26:54,2025-05-14 00:43:54,8.79,111.98,Completed
2625,389,1,47,2025-09-16 04:42:04,Mall,Airport,2025-09-16 04:48:04,2025-09-16 04:54:04,3.09,36.3,Completed
2626,488,34,9,2025-09-19 18:09:57,Hotel,University,2025-09-19 18:19:57,2025-09-19 19:08:57,24.78,369.34,Completed
2627,378,1,47,2025-06-10 04:01:16,Office,Airport,2025-06-10 04:29:16,2025-06-10 04:47:16,9.23,133.43,Completed
2628,23,11,34,2025-07-31 09:14:04,University,Station,2025-07-31 09:24:04,2025-07-31 10:01:04,18.71,278.81,Completed
2629,145,44,5,2025-08-26 11:42:29,Hotel,Airport,2025-08-26 12:10:29,2025-08-26 12:16:29,3.25,47.53,Completed
2630,412,49,12,2025-08-01 03:49:34,Mall,Hotel,2025-08-01 04:01:34,,19.69,286.19,Cancelled
2631,112,25,53,2025-09-15 01:02:39,Mall,Station,2025-09-15 01:23:39,2025-09-15 01:40:39,8.69,122.97,Completed
2632,28,23,28,2025-09-24 17:22:55,Airport,University,2025-09-24 17:48:55,2025-09-24 18:30:55,21.16,215.11,Completed
2633,86,39,58,2025-09-05 06:49:02,Airport,Mall,2025-09-05 07:07:02,2025-09-05 07:29:02,11.14,159.9,Completed
2634,45,29,7,2025-05-17 04:55:35,Hotel,Airport,2025-05-17 05:18:35,2025-05-17 05:39:35,10.56,124.39,Completed
2635,132,48,60,2025-08-18 05:35:12,Hotel,Market,2025-08-18 06:03:12,2025-08-18 06:18:12,7.83,114.88,Completed
2636,25,42,14,2025-04-10 16:16:07,Market,Mall,2025-04-10 16:33:07,2025-04-10 17:16:07,21.65,306.22,Completed
2637,258,29,7,2025-08-01 05:01:50,University,Hotel,2025-08-01 05:26:50,2025-08-01 05:37:50,5.57,65.35,Completed
2638,197,45,47,2025-06-16 01:37:24,Mall,Market,2025-06-16 02:00:24,2025-06-16 02:48:24,24.43,319.02,Completed
2639,104,33,5,2025-05-10 08:13:14,University,Mall,2025-05-10 08:29:14,2025-05-10 08:49:14,10.48,133.91,Completed
2640,94,50,2,2025-08-03 22:37:03,Office,University,2025-08-03 22:50:03,,14.04,180.31,Cancelled
2641,225,41,34,2025-08-26 21:48:09,Hotel,Office,2025-08-26 21:58:09,2025-08-26 22:04:09,3.27,37.35,Completed
2642,480,30,50,2025-05-27 12:10:16,Office,Hotel,2025-05-27 12:16:16,2025-05-27 12:36:16,10.2,136.54,Completed
2643,241,24,34,2025-06-16 19:09:15,Market,Mall,2025-06-16 19:37:15,2025-06-16 20:06:15,14.69,199.36,Completed
2644,40,25,53,2025-09-15 03:23:58,Hotel,Market,2025-09-15 03:36:58,,19.96,252.02,Ongoing
2645,435,25,53,2025-04-19 19:54:21,Mall,Airport,2025-04-19 20:08:21,2025-04-19 20:49:21,20.75,263.66,Completed
2646,28,29,7,2025-05-18 19:16:46,Market,Station,2025-05-18 19:41:46,2025-05-18 20:26:46,22.73,321.04,Completed
2647,48,14,30,2025-05-09 15:42:56,Station,Airport,2025-05-09 16:01:56,,3.87,38.97,Cancelled
2648,43,43,14,2025-08-20 17:49:20,Market,Hotel,2025-08-20 18:04:20,2025-08-20 18:24:20,10.49,141.52,Completed
2649,332,6,34,2025-06-28 16:12:47,University,Mall,2025-06-28 16:31:47,2025-06-28 16:37:47,3.44,49.07,Completed
2650,359,1,47,2025-04-22 13:40:36,Hotel,Airport,2025-04-22 13:53:36,2025-04-22 14:12:36,9.67,142.6,Completed
2651,386,24,34,2025-08-15 14:15:45,Station,Market,2025-08-15 14:25:45,2025-08-15 14:50:45,12.71,160.02,Completed
2652,272,42,14,2025-09-14 03:15:02,Office,Mall,2025-09-14 03:30:02,2025-09-14 03:49:02,9.54,118.61,Completed
2653,56,16,11,2025-07-21 07:32:30,University,Airport,2025-07-21 07:38:30,,17.42,221.31,Cancelled
2654,315,21,22,2025-08-08 22:49:00,Mall,Airport,2025-08-08 23:14:00,2025-08-08 23:32:00,9.41,138.34,Completed
2655,305,46,11,2025-06-03 05:45:03,Airport,Station,2025-06-03 06:10:03,2025-06-03 06:24:03,7.26,85.66,Completed
2656,22,3,36,2025-09-28 09:42:09,Mall,Station,2025-09-28 10:05:09,,3.01,31.35,Cancelled
2657,191,2,14,2025-07-27 03:48:38,Airport,University,2025-07-27 04:03:38,,22.3,320.56,Cancelled
2658,469,48,60,2025-08-18 09:57:47,Station,Mall,2025-08-18 10:06:47,,13.29,159.43,Ongoing
2659,38,34,9,2025-04-26 11:00:35,Hotel,Airport,2025-04-26 11:06:35,2025-04-26 11:47:35,20.72,221.11,Completed
2660,122,28,54,2025-06-19 01:08:25,Station,University,2025-06-19 01:29:25,2025-06-19 01:49:25,10.13,112.77,Completed
2661,77,21,22,2025-05-10 01:48:55,Market,Hotel,2025-05-10 01:55:55,,10.66,131.65,Cancelled
2662,5,44,5,2025-06-09 05:54:56,Mall,Airport,2025-06-09 06:03:56,2025-06-09 06:52:56,24.62,300.65,Completed
2663,276,16,11,2025-04-26 16:51:02,Airport,Hotel,2025-04-26 16:57:02,2025-04-26 17:01:02,2.21,29.78,Completed
2664,351,26,42,2025-09-02 11:03:06,Office,Station,2025-09-02 11:23:06,2025-09-02 12:06:06,21.84,230.59,Completed
2665,488,12,58,2025-05-19 07:33:30,Office,University,2025-05-19 07:48:30,2025-05-19 08:10:30,11.24,121.2,Completed
2666,41,1,47,2025-08-23 02:49:04,Airport,Mall,2025-08-23 02:56:04,2025-08-23 03:43:04,23.77,306.86,Completed
2667,303,21,22,2025-05-09 22:23:37,University,Mall,2025-05-09 22:37:37,2025-05-09 23:21:37,22.35,299.9,Completed
2668,357,11,34,2025-06-16 05:47:22,Hotel,Airport,2025-06-16 06:06:22,,23.56,307.36,Cancelled
2669,18,23,28,2025-06-19 02:44:34,Office,Station,2025-06-19 02:49:34,2025-06-19 03:21:34,16.05,173.51,Completed
2670,12,27,19,2025-04-20 03:25:55,Airport,Mall,2025-04-20 03:38:55,2025-04-20 03:56:55,9.05,104.04,Completed
2671,46,48,60,2025-09-25 12:28:23,Office,Hotel,2025-09-25 12:36:23,,4.57,51.94,Cancelled
2672,462,9,31,2025-08-30 13:44:33,Station,Office,2025-08-30 13:49:33,2025-08-30 13:58:33,4.68,66.1,Completed
2673,341,10,8,2025-08-15 16:23:50,Office,Station,2025-08-15 16:28:50,2025-08-15 17:11:50,21.61,318.2,Completed
2674,488,23,28,2025-07-01 10:09:06,Hotel,Mall,2025-07-01 10:14:06,2025-07-01 10:30:06,8.33,100.15,Completed
2675,449,19,17,2025-05-28 10:54:52,Hotel,Market,2025-05-28 11:14:52,,23.05,266.96,Cancelled
2676,269,29,7,2025-06-22 14:47:41,Hotel,University,2025-06-22 15:06:41,2025-06-22 15:25:41,9.89,119.46,Completed
2677,135,11,34,2025-06-07 13:14:54,Hotel,University,2025-06-07 13:38:54,2025-06-07 14:27:54,24.61,358.98,Completed
2678,439,40,3,2025-06-01 07:14:51,University,Station,2025-06-01 07:34:51,2025-06-01 08:11:51,18.84,232.11,Completed
2679,144,45,47,2025-06-11 10:43:09,Hotel,University,2025-06-11 11:08:09,,13.33,171.78,Cancelled
2680,123,50,2,2025-05-24 14:03:04,University,Airport,2025-05-24 14:21:04,2025-05-24 14:26:04,2.75,36.11,Completed
2681,397,27,19,2025-05-19 19:42:59,Market,Airport,2025-05-19 19:50:59,2025-05-19 20:22:59,16.28,165.26,Completed
2682,472,44,5,2025-07-03 13:26:47,Hotel,University,2025-07-03 13:31:47,2025-07-03 13:46:47,7.69,110.74,Completed
2683,105,29,7,2025-06-30 22:18:58,Mall,Market,2025-06-30 22:39:58,,4.68,67.26,Cancelled
2684,104,23,28,2025-06-15 10:31:22,Station,Airport,2025-06-15 10:36:22,2025-06-15 11:22:22,23.06,239.18,Completed
2685,480,7,43,2025-06-11 23:38:07,Hotel,Airport,2025-06-11 23:52:07,,9.81,116.0,Ongoing
2686,99,35,39,2025-05-22 15:39:41,Station,Market,2025-05-22 15:57:41,2025-05-22 16:19:41,11.0,114.79,Completed
2687,128,42,14,2025-09-05 09:52:38,Office,Market,2025-09-05 10:05:38,,19.18,276.02,Cancelled
2688,436,41,34,2025-06-03 16:28:08,Market,Mall,2025-06-03 16:35:08,,1.16,13.74,Cancelled
2689,94,4,34,2025-08-27 09:07:30,University,Hotel,2025-08-27 09:32:30,2025-08-27 10:03:30,15.51,166.71,Completed
2690,6,11,34,2025-09-14 01:30:47,Hotel,Station,2025-09-14 01:35:47,,18.27,186.38,Ongoing
2691,134,16,11,2025-09-21 19:10:49,Mall,Hotel,2025-09-21 19:15:49,2025-09-21 20:01:49,23.49,288.87,Completed
2692,314,49,12,2025-10-04 15:59:51,Mall,University,2025-10-04 16:16:51,2025-10-04 16:42:51,13.36,160.16,Completed
2693,367,37,50,2025-06-19 09:18:11,Airport,Office,2025-06-19 09:23:11,2025-06-19 09:57:11,17.42,225.9,Completed
2694,232,24,34,2025-06-11 10:52:15,Office,Station,2025-06-11 11:19:15,2025-06-11 11:31:15,6.46,74.17,Completed
2695,441,50,2,2025-04-30 12:44:28,Office,Mall,2025-04-30 12:49:28,,15.39,193.58,Ongoing
2696,204,17,40,2025-08-21 11:34:06,Market,Station,2025-08-21 12:00:06,,14.72,168.38,Cancelled
2697,135,3,36,2025-08-07 02:54:47,Airport,Market,2025-08-07 03:23:47,2025-08-07 03:54:47,15.94,164.4,Completed
2698,303,15,54,2025-08-05 18:48:56,Station,Market,2025-08-05 19:15:56,,4.76,65.93,Cancelled
2699,143,17,40,2025-04-14 09:00:51,Airport,Market,2025-04-14 09:11:51,2025-04-14 09:27:51,8.47,99.93,Completed
2700,284,19,17,2025-09-07 14:12:40,Hotel,University,2025-09-07 14:23:40,2025-09-07 15:02:40,19.99,217.15,Completed
2701,2,27,19,2025-06-25 16:05:11,Hotel,Airport,2025-06-25 16:19:11,2025-06-25 16:53:11,17.09,178.33,Completed
2702,393,1,47,2025-06-21 18:44:14,Airport,Office,2025-06-21 19:09:14,,11.23,128.32,Cancelled
2703,268,38,56,2025-07-24 22:14:29,Office,Mall,2025-07-24 22:44:29,2025-07-24 22:51:29,3.7,40.7,Completed
2704,65,25,53,2025-07-07 17:26:47,Hotel,Station,2025-07-07 17:49:47,2025-07-07 18:38:47,24.81,355.65,Completed
2705,486,22,55,2025-06-04 09:50:13,Office,Market,2025-06-04 10:01:13,2025-06-04 10:33:13,16.29,235.57,Completed
2706,421,4,34,2025-04-22 21:53:48,Station,Office,2025-04-22 22:05:48,2025-04-22 22:30:48,12.52,165.88,Completed
2707,4,40,3,2025-09-21 17:47:30,Station,Mall,2025-09-21 18:11:30,2025-09-21 18:39:30,14.07,176.86,Completed
2708,176,6,34,2025-07-27 09:24:18,Airport,Office,2025-07-27 09:51:18,2025-07-27 10:18:18,13.79,165.5,Completed
2709,495,1,47,2025-09-18 20:15:15,Hotel,University,2025-09-18 20:32:15,,8.66,105.37,Cancelled
2710,371,18,9,2025-08-19 05:34:59,Market,Mall,2025-08-19 05:48:59,2025-08-19 05:51:59,1.66,21.29,Completed
2711,410,40,3,2025-05-19 02:26:52,University,Mall,2025-05-19 02:32:52,2025-05-19 02:43:52,5.53,81.63,Completed
2712,355,32,35,2025-08-23 11:21:02,Market,Office,2025-08-23 11:32:02,,22.12,320.71,Cancelled
2713,104,10,8,2025-06-05 00:05:15,University,Mall,2025-06-05 00:35:15,2025-06-05 00:47:15,6.16,73.05,Completed
2714,56,10,8,2025-05-08 01:50:52,Airport,Hotel,2025-05-08 01:56:52,,23.67,296.44,Cancelled
2715,161,2,14,2025-09-28 17:22:01,Hotel,Mall,2025-09-28 17:42:01,2025-09-28 17:57:01,7.61,111.74,Completed
2716,76,41,34,2025-08-31 09:05:49,Station,Office,2025-08-31 09:30:49,2025-08-31 10:05:49,17.81,262.96,Completed
2717,190,22,55,2025-05-01 01:12:12,Hotel,Office,2025-05-01 01:31:12,,20.0,263.17,Cancelled
2718,42,14,30,2025-05-26 19:28:00,University,Office,2025-05-26 19:46:00,2025-05-26 20:11:00,12.84,148.95,Completed
2719,410,33,5,2025-04-30 10:20:48,Mall,Office,2025-04-30 10:36:48,,20.63,295.08,Cancelled
2720,132,50,2,2025-05-15 05:57:53,Hotel,Office,2025-05-15 06:16:53,2025-05-15 06:47:53,15.93,230.47,Completed
2721,479,22,55,2025-04-19 12:34:53,Mall,Airport,2025-04-19 12:48:53,2025-04-19 13:00:53,6.07,66.52,Completed
2722,368,33,5,2025-06-19 02:54:15,Office,Hotel,2025-06-19 03:16:15,2025-06-19 03:48:15,16.43,173.07,Completed
2723,183,7,43,2025-08-25 01:21:36,Hotel,University,2025-08-25 01:32:36,,12.94,178.15,Cancelled
2724,456,44,5,2025-04-24 21:34:42,Mall,Market,2025-04-24 21:53:42,,18.68,222.86,Cancelled
2725,128,41,34,2025-08-23 15:48:54,Hotel,Office,2025-08-23 15:55:54,2025-08-23 16:24:54,14.55,213.91,Completed
2726,339,50,2,2025-08-03 03:56:05,University,Station,2025-08-03 04:08:05,2025-08-03 04:14:05,3.26,38.68,Completed
2727,89,16,11,2025-09-16 06:37:37,Hotel,Market,2025-09-16 06:44:37,,2.94,37.04,Cancelled
2728,133,24,34,2025-07-06 08:06:54,Station,Hotel,2025-07-06 08:31:54,2025-07-06 08:36:54,2.83,40.11,Completed
2729,296,42,14,2025-05-02 14:09:27,Office,Market,2025-05-02 14:36:27,2025-05-02 14:54:27,9.3,116.72,Completed
2730,278,17,40,2025-04-22 06:42:28,University,Office,2025-04-22 07:07:28,2025-04-22 07:37:28,15.17,209.88,Completed
2731,427,42,14,2025-06-09 10:13:33,Airport,Station,2025-06-09 10:33:33,2025-06-09 11:19:33,23.01,255.64,Completed
2732,289,30,50,2025-09-22 08:52:25,Market,Hotel,2025-09-22 09:04:25,2025-09-22 09:37:25,16.62,243.12,Completed
2733,351,17,40,2025-04-22 06:04:30,Station,Airport,2025-04-22 06:34:30,2025-04-22 06:38:30,2.29,24.28,Completed
2734,471,26,42,2025-06-09 10:25:37,Office,Hotel,2025-06-09 10:45:37,2025-06-09 11:22:37,18.83,234.28,Completed
2735,194,5,31,2025-05-03 02:46:20,Office,Hotel,2025-05-03 03:00:20,2025-05-03 03:45:20,22.83,282.56,Completed
2736,244,29,7,2025-07-17 09:17:10,Market,Station,2025-07-17 09:22:10,2025-07-17 10:03:10,20.74,257.99,Completed
2737,160,2,14,2025-09-22 22:55:59,Station,Hotel,2025-09-22 23:09:59,,13.68,143.98,Ongoing
2738,112,32,35,2025-07-16 01:01:12,Hotel,Airport,2025-07-16 01:08:12,,9.47,140.19,Cancelled
2739,202,31,27,2025-05-13 05:35:41,Airport,Market,2025-05-13 05:52:41,2025-05-13 06:06:41,7.2,101.7,Completed
2740,203,43,14,2025-04-18 00:18:40,Hotel,Station,2025-04-18 00:25:40,,21.45,246.98,Cancelled
2741,416,32,35,2025-08-26 05:17:35,Station,Market,2025-08-26 05:22:35,2025-08-26 06:03:35,20.81,241.14,Completed
2742,81,13,17,2025-04-15 06:47:42,Station,Airport,2025-04-15 07:07:42,2025-04-15 07:24:42,8.96,130.22,Completed
2743,114,40,3,2025-05-14 04:27:34,Mall,Station,2025-05-14 04:52:34,2025-05-14 05:08:34,8.19,117.07,Completed
2744,28,34,9,2025-05-26 11:38:18,Market,University,2025-05-26 11:50:18,2025-05-26 12:21:18,15.94,212.1,Completed
2745,204,18,9,2025-05-12 16:04:13,Mall,Station,2025-05-12 16:11:13,2025-05-12 16:44:13,16.87,189.4,Completed
2746,494,20,56,2025-06-14 05:53:14,Market,Office,2025-06-14 06:05:14,,12.09,147.18,Ongoing
2747,256,46,11,2025-08-26 09:04:07,Airport,University,2025-08-26 09:33:07,,3.7,45.84,Ongoing
2748,472,28,54,2025-06-25 12:43:02,Station,Mall,2025-06-25 13:13:02,2025-06-25 13:16:02,1.9,25.23,Completed
2749,113,47,58,2025-04-29 02:31:57,Market,Airport,2025-04-29 02:53:57,2025-04-29 03:34:57,20.74,228.93,Completed
2750,500,2,14,2025-07-13 15:13:25,Airport,Mall,2025-07-13 15:29:25,2025-07-13 16:18:25,24.77,327.82,Completed
2751,54,12,58,2025-06-11 01:29:28,Office,Station,2025-06-11 01:53:28,2025-06-11 02:08:28,7.71,83.9,Completed
2752,372,42,14,2025-09-21 19:36:19,Office,Hotel,2025-09-21 19:47:19,2025-09-21 20:36:19,24.92,304.72,Completed
2753,125,22,55,2025-07-19 04:07:26,Hotel,Office,2025-07-19 04:37:26,,14.67,217.23,Ongoing
