TripID,BookingID,StartTime,EndTime,DistanceKM,Fare,PaymentMethod,SurgeMultiplier,Stops,GPSRoute
1203,1203,2025-07-11 04:15:10,2025-07-11 05:01:10,23.12,342.57,Cash,1.46,3,
1204,1204,2025-08-06 22:19:04,2025-08-06 23:01:04,21.43,226.09,Wallet,1.44,3,
1205,1205,2025-10-05 13:45:53,2025-10-05 14:27:53,21.18,297.8,Wallet,1.16,2,
1206,1206,2025-06-03 15:11:58,2025-06-03 15:39:58,14.32,210.8,Cash,1.49,1,
1207,1207,2025-06-26 09:08:47,2025-06-26 09:37:47,14.91,179.12,Cash,1.33,0,
1208,1208,2025-08-17 22:29:13,2025-08-17 23:16:13,23.59,335.81,Cash,1.27,2,
1209,1209,2025-06-20 15:08:54,2025-06-20 15:13:54,2.85,28.9,Cash,1.48,0,
1210,1210,2025-04-12 21:44:20,2025-04-12 22:18:20,17.24,254.91,Card,1.43,2,
1211,1211,2025-04-18 02:42:23,2025-04-18 03:19:23,18.82,198.18,Wallet,1.1,1,
1212,1212,2025-10-04 04:25:23,2025-10-04 05:01:23,18.16,211.07,Wallet,1.04,1,
1214,1214,2025-08-18 22:19:40,2025-08-18 22:27:40,4.13,57.44,Card,1.27,0,
1215,1215,2025-05-16 05:37:52,2025-05-16 06:25:52,24.42,359.68,Card,1.16,3,
1216,1216,2025-05-06 21:40:50,2025-05-06 22:23:50,21.67,289.76,Wallet,1.05,0,
1217,1217,2025-04-14 19:15:54,2025-04-14 19:31:54,8.26,118.06,Wallet,1.37,0,
1218,1218,2025-06-19 01:11:31,2025-06-19 01:43:31,16.47,172.48,Wallet,1.05,0,
1219,1219,2025-08-30 02:12:12,2025-08-30 02:32:12,10.18,126.02,Wallet,1.06,1,
1222,1222,2025-09-25 00:47:49,2025-09-25 00:51:49,2.03,22.15,Card,1.28,2,
1223,1223,2025-06-12 19:24:45,2025-06-12 19:53:45,14.75,209.25,Cash,1.07,2,
1225,1225,2025-04-15 12:31:14,2025-04-15 12:53:14,11.43,153.05,Wallet,1.14,3,
1226,1226,2025-10-02 13:09:20,2025-10-02 13:38:20,14.76,170.83,Cash,1.38,3,
1228,1228,2025-05-20 11:11:42,2025-05-20 11:34:42,11.86,161.7,Card,1.44,0,
1229,1229,2025-08-22 00:48:33,2025-08-22 01:05:33,8.84,95.83,Card,1.15,2,
1231,1231,2025-08-03 03:05:43,2025-08-03 03:08:43,1.63,18.46,Wallet,1.07,1,
1233,1233,2025-09-29 22:01:13,2025-09-29 22:13:13,6.38,81.72,Wallet,1.47,1,
1234,1234,2025-10-01 13:09:30,2025-10-01 13:58:30,24.51,281.42,Wallet,1.44,0,
1235,1235,2025-06-02 23:51:59,2025-06-03 00:15:59,12.3,143.9,Card,1.26,1,
1236,1236,2025-04-26 13:37:54,2025-04-26 14:09:54,16.12,161.76,Cash,1.33,2,
1237,1237,2025-09-27 18:53:31,2025-09-27 19:04:31,5.87,68.49,Card,1.07,1,
1238,1238,2025-09-06 01:28:42,2025-09-06 01:49:42,10.76,129.78,Cash,1.33,2,
1239,1239,2025-04-14 00:36:36,2025-04-14 00:55:36,9.52,113.51,Wallet,1.43,2,
1241,1241,2025-07-21 08:08:48,2025-07-21 08:15:48,3.78,41.25,Card,1.06,1,
1242,1242,2025-09-11 05:04:01,2025-09-11 05:34:01,15.25,218.35,Wallet,1.5,3,
1243,1243,2025-07-17 17:17:52,2025-07-17 17:45:52,14.41,152.93,Cash,1.01,2,
1245,1245,2025-08-28 09:53:39,2025-08-28 10:24:39,15.72,171.67,Wallet,1.07,0,
1246,1246,2025-09-10 05:18:36,2025-09-10 05:48:36,15.13,198.36,Cash,1.49,1,
1248,1248,2025-07-16 06:23:49,2025-07-16 06:42:49,9.95,143.29,Wallet,1.29,2,
1249,1249,2025-06-09 14:46:19,2025-06-09 15:25:19,19.61,202.34,Wallet,1.03,0,
1250,1250,2025-06-16 17:44:10,2025-06-16 18:12:10,14.26,208.56,Cash,1.39,0,
1251,1251,2025-08-19 20:49:34,2025-08-19 20:56:34,3.77,39.57,Wallet,1.05,1,
1252,1252,2025-09-15 05:32:44,2025-09-15 06:06:44,17.32,206.5,Cash,1.01,0,
1253,1253,2025-08-01 15:30:48,2025-08-01 15:46:48,8.28,121.86,Wallet,1.08,2,
1254,1254,2025-10-06 14:29:47,2025-10-06 15:14:47,22.55,231.22,Card,1.43,1,
1255,1255,2025-06-26 23:38:42,2025-06-27 00:17:42,19.82,208.2,Card,1.07,0,
1257,1257,2025-06-15 22:30:06,2025-06-15 23:01:06,15.67,160.89,Card,1.27,0,
1258,1258,2025-07-06 21:31:25,2025-07-06 21:49:25,9.05,129.06,Card,1.42,0,
1262,1262,2025-09-08 05:04:49,2025-09-08 05:36:49,16.03,236.25,Cash,1.2,1,
1263,1263,2025-07-20 21:26:17,2025-07-20 21:39:17,6.81,85.97,Wallet,1.09,1,
1264,1264,2025-05-16 00:44:15,2025-05-16 00:57:15,6.77,72.89,Cash,1.13,3,
1267,1267,2025-07-08 04:53:01,2025-07-08 05:25:01,16.29,199.85,Wallet,1.25,1,
1268,1268,2025-06-03 00:30:09,2025-06-03 00:48:09,9.43,112.93,Card,1.49,3,
1269,1269,2025-07-28 18:56:04,2025-07-28 19:18:04,11.48,171.32,Cash,1.19,0,
1270,1270,2025-09-08 00:01:33,2025-09-08 00:23:33,11.13,130.44,Wallet,1.05,3,
1271,1271,2025-09-26 08:24:18,2025-09-26 08:33:18,4.53,64.53,Cash,1.46,2,
1274,1274,2025-05-01 07:42:19,2025-05-01 08:19:19,18.73,243.84,Wallet,1.18,3,
1275,1275,2025-08-11 13:08:10,2025-08-11 13:37:10,14.6,208.63,Wallet,1.05,3,
1276,1276,2025-04-28 18:18:44,2025-04-28 19:03:44,22.74,270.78,Card,1.4,1,
1278,1278,2025-06-11 22:02:45,2025-06-11 22:38:45,18.26,240.43,Cash,1.02,3,
1279,1279,2025-04-26 13:45:43,2025-04-26 14:02:43,8.65,116.65,Wallet,1.0,1,
1280,1280,2025-07-27 13:56:09,2025-07-27 14:36:09,20.26,257.4,Card,1.16,2,
1281,1281,2025-05-25 18:17:58,2025-05-25 19:04:58,23.99,322.51,Wallet,1.03,0,
1283,1283,2025-07-05 01:54:46,2025-07-05 02:23:46,14.57,210.37,Wallet,1.19,1,
1286,1286,2025-05-16 11:57:40,2025-05-16 12:34:40,18.82,190.34,Cash,1.21,1,
1287,1287,2025-05-08 16:55:40,2025-05-08 17:10:40,7.96,94.07,Wallet,1.37,3,
1288,1288,2025-07-22 17:45:51,2025-07-22 18:12:51,13.95,205.51,Card,1.05,3,
1292,1292,2025-09-05 00:42:38,2025-09-05 01:23:38,20.8,281.06,Cash,1.11,2,
1294,1294,2025-05-15 05:16:22,2025-05-15 06:04:22,24.02,244.69,Wallet,1.12,1,
1295,1295,2025-07-30 03:41:24,2025-07-30 04:23:24,21.13,253.5,Cash,1.19,0,
1296,1296,2025-09-03 05:43:19,2025-09-03 05:51:19,4.36,46.08,Wallet,1.45,0,
1299,1299,2025-08-02 14:53:59,2025-08-02 15:01:59,4.46,61.01,Cash,1.32,1,
1300,1300,2025-08-05 19:13:21,2025-08-05 19:49:21,18.03,217.87,Wallet,1.43,0,
1302,1302,2025-05-17 20:02:26,2025-05-17 20:46:26,22.01,292.51,Cash,1.4,0,
1305,1305,2025-04-15 18:55:54,2025-04-15 19:11:54,8.2,107.45,Card,1.47,1,
1307,1307,2025-09-05 12:15:25,2025-09-05 12:36:25,10.53,114.66,Cash,1.17,0,
1308,1308,2025-09-10 04:38:45,2025-09-10 05:16:45,19.44,281.28,Wallet,1.19,2,
1309,1309,2025-08-26 07:57:51,2025-08-26 08:25:51,14.12,146.13,Cash,1.41,0,
1310,1310,2025-09-28 00:34:39,2025-09-28 00:57:39,11.92,178.38,Card,1.37,1,
1313,1313,2025-04-28 17:56:56,2025-04-28 18:12:56,8.46,88.84,Wallet,1.09,0,
1314,1314,2025-04-11 16:32:23,2025-04-11 16:53:23,10.62,111.21,Cash,1.23,1,
1315,1315,2025-09-26 00:23:14,2025-09-26 00:58:14,17.76,215.1,Wallet,1.44,3,
1318,1318,2025-05-16 14:22:43,2025-05-16 14:52:43,15.37,212.3,Cash,1.43,3,
1319,1319,2025-06-06 20:25:38,2025-06-06 20:39:38,7.48,110.49,Wallet,1.17,0,
1320,1320,2025-05-13 07:14:02,2025-05-13 07:26:02,6.1,77.38,Wallet,1.13,2,
1321,1321,2025-08-30 06:47:17,2025-08-30 06:49:17,1.14,11.45,Card,1.12,0,
1322,1322,2025-09-22 05:46:07,2025-09-22 06:05:07,9.89,110.84,Wallet,1.21,3,
1324,1324,2025-04-25 05:24:26,2025-04-25 05:58:26,17.49,235.37,Cash,1.22,2,
1325,1325,2025-07-17 11:30:37,2025-07-17 12:15:37,22.97,296.82,Wallet,1.01,1,
1326,1326,2025-05-24 06:10:18,2025-05-24 06:51:18,20.67,281.26,Cash,1.48,2,
1327,1327,2025-04-22 13:09:42,2025-04-22 13:29:42,10.29,115.37,Cash,1.47,3,
1328,1328,2025-06-26 18:42:28,2025-06-26 19:19:28,18.65,208.8,Wallet,1.36,0,
1330,1330,2025-07-21 12:11:46,2025-07-21 12:30:46,9.9,129.05,Cash,1.04,0,
1333,1333,2025-09-09 12:24:42,2025-09-09 13:05:42,20.59,289.98,Card,1.28,1,
1334,1334,2025-08-05 13:38:32,2025-08-05 14:16:32,19.22,194.86,Cash,1.05,0,
1335,1335,2025-08-18 11:03:37,2025-08-18 11:16:37,6.97,92.23,Card,1.01,2,
1337,1337,2025-10-06 20:57:51,2025-10-06 21:32:51,17.91,266.65,Cash,1.03,0,
1339,1339,2025-09-13 07:54:01,2025-09-13 08:27:01,16.51,207.11,Cash,1.19,0,
1341,1341,2025-09-08 00:55:25,2025-09-08 01:07:25,6.2,85.23,Wallet,1.4,1,
1342,1342,2025-07-11 20:29:30,2025-07-11 20:51:30,11.01,112.98,Wallet,1.19,3,
1345,1345,2025-08-22 04:42:38,2025-08-22 04:51:38,4.71,49.76,Cash,1.47,0,
1348,1348,2025-04-14 15:16:56,2025-04-14 15:38:56,11.08,131.36,Card,1.05,2,
1349,1349,2025-04-24 05:17:43,2025-04-24 05:23:43,3.03,43.65,Cash,1.09,3,
1350,1350,2025-05-24 17:13:58,2025-05-24 17:36:58,11.68,118.28,Card,1.29,1,
1351,1351,2025-09-10 13:01:34,2025-09-10 13:27:34,13.0,169.56,Cash,1.21,1,
1352,1352,2025-04-16 20:04:10,2025-04-16 20:18:10,7.23,90.45,Cash,1.45,1,
1354,1354,2025-09-15 02:37:38,2025-09-15 02:59:38,11.21,132.92,Wallet,1.07,0,
1356,1356,2025-05-05 11:10:58,2025-05-05 11:34:58,12.27,141.94,Cash,1.45,0,
1357,1357,2025-07-20 09:20:36,2025-07-20 09:57:36,18.89,223.85,Wallet,1.36,1,
1358,1358,2025-05-19 14:00:31,2025-05-19 14:30:31,15.24,168.42,Card,1.04,0,
1360,1360,2025-07-31 10:14:07,2025-07-31 10:43:07,14.83,173.99,Cash,1.04,0,
1361,1361,2025-09-18 07:47:44,2025-09-18 08:04:44,8.57,106.61,Card,1.02,3,
1362,1362,2025-08-14 08:27:06,2025-08-14 08:35:06,4.48,62.16,Cash,1.28,1,
1363,1363,2025-09-11 19:29:39,2025-09-11 19:32:39,1.68,18.44,Card,1.2,3,
1364,1364,2025-07-29 20:42:18,2025-07-29 21:07:18,12.89,142.24,Cash,1.49,3,
1365,1365,2025-07-31 06:57:52,2025-07-31 07:12:52,7.89,114.33,Cash,1.44,2,
1366,1366,2025-05-27 09:33:43,2025-05-27 10:05:43,16.27,202.67,Cash,1.31,1,
1367,1367,2025-07-11 06:38:38,2025-07-11 07:23:38,22.63,241.44,Cash,1.17,3,
1368,1368,2025-05-02 02:08:27,2025-05-02 02:34:27,13.2,154.46,Wallet,1.19,2,
1371,1371,2025-09-29 17:24:35,2025-09-29 18:03:35,19.76,248.4,Cash,1.16,3,
1374,1374,2025-05-23 12:38:57,2025-05-23 13:24:57,23.48,284.79,Card,1.11,1,
1376,1376,2025-09-26 10:22:06,2025-09-26 10:33:06,5.85,68.34,Wallet,1.3,0,
1377,1377,2025-07-28 04:41:55,2025-07-28 05:19:55,19.29,227.32,Cash,1.38,3,
1378,1378,2025-06-18 13:17:50,2025-06-18 13:43:50,13.09,144.07,Cash,1.19,2,
1379,1379,2025-04-28 12:09:30,2025-04-28 12:36:30,13.96,196.09,Card,1.12,0,
1380,1380,2025-09-21 15:03:59,2025-09-21 15:10:59,3.81,47.31,Cash,1.08,2,
1382,1382,2025-09-17 13:07:20,2025-09-17 13:46:20,19.92,234.66,Cash,1.23,3,
1383,1383,2025-07-09 01:02:47,2025-07-09 01:07:47,2.63,33.13,Wallet,1.09,3,
1384,1384,2025-06-08 11:33:04,2025-06-08 12:19:04,23.38,292.26,Wallet,1.24,1,
1385,1385,2025-04-22 18:01:10,2025-04-22 18:10:10,4.72,55.14,Wallet,1.46,3,
1387,1387,2025-09-12 02:52:31,2025-09-12 03:21:31,14.91,177.46,Cash,1.06,2,
1388,1388,2025-05-18 05:53:12,2025-05-18 06:10:12,8.81,118.37,Wallet,1.43,2,
1390,1390,2025-09-15 00:49:33,2025-09-15 00:52:33,1.94,19.89,Cash,1.47,0,
1391,1391,2025-06-08 12:19:36,2025-06-08 12:32:36,6.72,91.02,Card,1.19,0,
1392,1392,2025-09-04 00:19:11,2025-09-04 00:36:11,8.82,108.6,Card,1.14,1,
1393,1393,2025-09-21 18:57:19,2025-09-21 19:05:19,4.11,50.67,Card,1.44,3,
1395,1395,2025-06-27 09:24:56,2025-06-27 09:52:56,14.13,172.97,Wallet,1.04,2,
1396,1396,2025-10-01 03:01:51,2025-10-01 03:28:51,13.74,145.55,Cash,1.32,0,
1397,1397,2025-07-01 12:11:59,2025-07-01 12:51:59,20.34,263.37,Cash,1.03,3,
1398,1398,2025-05-12 17:38:43,2025-05-12 18:27:43,24.61,332.62,Card,1.35,3,
1400,1400,2025-05-17 00:57:27,2025-05-17 01:12:27,7.89,79.21,Card,1.15,2,
1401,1401,2025-05-30 12:07:19,2025-05-30 12:39:19,16.16,210.31,Cash,1.23,2,
1402,1402,2025-07-20 15:26:56,2025-07-20 16:09:56,21.67,293.65,Card,1.42,2,
1403,1403,2025-09-14 13:06:53,2025-09-14 13:41:53,17.99,222.23,Cash,1.2,0,
1404,1404,2025-06-24 06:35:17,2025-06-24 07:02:17,13.65,165.48,Card,1.08,0,
1405,1405,2025-08-12 18:38:29,2025-08-12 19:20:29,21.08,225.83,Wallet,1.19,1,
1406,1406,2025-09-05 00:06:43,2025-09-05 00:43:43,18.9,218.42,Cash,1.4,1,
1407,1407,2025-07-15 07:23:35,2025-07-15 07:50:35,13.87,151.84,Wallet,1.41,1,
1408,1408,2025-04-22 02:09:39,2025-04-22 02:43:39,17.24,219.2,Cash,1.29,3,
1409,1409,2025-06-01 01:21:29,2025-06-01 01:23:29,1.21,16.2,Card,1.48,2,
1410,1410,2025-09-18 21:54:17,2025-09-18 22:09:17,7.61,91.14,Card,1.11,1,
1411,1411,2025-09-01 07:01:50,2025-09-01 07:03:50,1.16,15.69,Card,1.07,3,
1412,1412,2025-09-29 00:20:40,2025-09-29 00:23:40,1.77,25.71,Wallet,1.33,2,
1413,1413,2025-09-26 11:11:01,2025-09-26 11:18:01,3.99,44.78,Card,1.26,2,
1415,1415,2025-04-25 08:11:31,2025-04-25 08:58:31,23.62,271.48,Wallet,1.26,2,
1416,1416,2025-07-10 23:20:36,2025-07-10 23:25:36,2.75,35.06,Wallet,1.38,0,
1417,1417,2025-06-19 22:24:20,2025-06-19 22:38:20,7.24,106.7,Wallet,1.11,1,
1418,1418,2025-08-21 02:59:27,2025-08-21 03:36:27,18.79,242.6,Card,1.06,3,
1419,1419,2025-08-01 19:39:15,2025-08-01 20:06:15,13.96,194.53,Card,1.16,0,
1420,1420,2025-09-19 06:11:25,2025-09-19 06:50:25,19.7,292.47,Wallet,1.14,2,
1421,1421,2025-09-14 02:14:30,2025-09-14 02:27:30,6.94,89.77,Card,1.39,3,
1422,1422,2025-08-18 20:40:22,2025-08-18 20:54:22,7.43,77.3,Wallet,1.4,1,
1423,1423,2025-05-28 18:20:12,2025-05-28 18:28:12,4.16,61.93,Card,1.0,1,
1424,1424,2025-07-11 10:45:06,2025-07-11 11:25:06,20.07,233.93,Cash,1.37,3,
1427,1427,2025-06-22 08:54:57,2025-06-22 09:29:57,17.57,211.67,Cash,1.14,0,
1428,1428,2025-05-05 02:47:47,2025-05-05 02:57:47,5.37,74.88,Cash,1.38,0,
1429,1429,2025-08-27 19:52:03,2025-08-27 20:38:03,23.18,315.66,Card,1.14,2,
1430,1430,2025-05-14 11:44:49,2025-05-14 12:15:49,15.69,229.41,Cash,1.24,3,
1434,1434,2025-09-18 06:52:02,2025-09-18 07:33:02,20.86,285.56,Cash,1.18,3,
1435,1435,2025-04-28 19:09:20,2025-04-28 19:57:20,24.1,332.1,Wallet,1.05,0,
1436,1436,2025-06-11 18:25:59,2025-06-11 18:36:59,5.93,64.05,Card,1.0,1,
1438,1438,2025-07-03 11:25:51,2025-07-03 11:51:51,13.48,191.99,Card,1.02,0,
1439,1439,2025-07-13 10:16:30,2025-07-13 10:33:30,8.86,126.37,Wallet,1.29,3,
1440,1440,2025-06-05 11:58:08,2025-06-05 12:26:08,14.05,201.8,Wallet,1.44,1,
1444,1444,2025-05-14 13:40:56,2025-05-14 14:12:56,16.21,235.53,Wallet,1.09,3,
1445,1445,2025-09-04 21:41:24,2025-09-04 22:08:24,13.59,189.58,Wallet,1.34,2,
1446,1446,2025-04-11 08:34:46,2025-04-11 09:01:46,13.7,146.97,Card,1.27,2,
1447,1447,2025-09-19 00:21:59,2025-09-19 00:46:59,12.64,130.1,Wallet,1.06,0,
1448,1448,2025-08-23 09:35:46,2025-08-23 10:08:46,16.97,216.58,Cash,1.36,2,
1450,1450,2025-06-20 01:58:49,2025-06-20 02:38:49,20.31,283.21,Cash,1.16,0,
1452,1452,2025-05-22 22:23:32,2025-05-22 22:46:32,11.86,169.22,Wallet,1.21,2,
1454,1454,2025-08-13 03:30:37,2025-08-13 03:55:37,12.98,157.54,Wallet,1.07,2,
1456,1456,2025-04-26 13:19:57,2025-04-26 13:45:57,13.0,183.08,Cash,1.37,1,
1457,1457,2025-08-24 09:21:25,2025-08-24 09:54:25,16.91,183.01,Cash,1.46,1,
1459,1459,2025-06-23 04:24:57,2025-06-23 05:12:57,24.13,256.19,Card,1.47,2,
1460,1460,2025-07-24 06:21:26,2025-07-24 06:34:26,6.74,97.37,Wallet,1.24,1,
1461,1461,2025-04-13 13:10:46,2025-04-13 13:43:46,16.93,247.03,Wallet,1.27,3,
1462,1462,2025-08-05 20:58:33,2025-08-05 21:35:33,18.99,213.31,Wallet,1.46,2,
1463,1463,2025-07-23 11:30:04,2025-07-23 12:04:04,17.33,180.54,Card,1.47,0,
1464,1464,2025-09-10 12:54:37,2025-09-10 13:20:37,13.2,148.73,Wallet,1.0,0,
1465,1465,2025-04-10 14:25:06,2025-04-10 14:48:06,11.78,148.74,Card,1.36,2,
1466,1466,2025-04-16 13:08:55,2025-04-16 13:10:55,1.3,19.11,Card,1.19,0,
1467,1467,2025-08-01 10:51:36,2025-08-01 11:37:36,23.02,310.37,Wallet,1.11,0,
1469,1469,2025-06-16 14:36:49,2025-06-16 14:43:49,3.67,53.21,Cash,1.38,2,
1470,1470,2025-07-10 21:10:02,2025-07-10 21:50:02,20.19,279.51,Wallet,1.42,1,
1471,1471,2025-05-13 21:04:44,2025-05-13 21:49:44,22.81,294.36,Card,1.16,3,
1472,1472,2025-09-07 17:56:10,2025-09-07 18:23:10,13.72,171.33,Card,1.05,2,
1473,1473,2025-04-24 21:00:52,2025-04-24 21:02:52,1.36,19.24,Cash,1.12,0,
1474,1474,2025-10-01 03:58:07,2025-10-01 04:06:07,4.47,65.23,Card,1.19,0,
1475,1475,2025-06-12 03:26:06,2025-06-12 03:51:06,12.97,161.06,Card,1.47,0,
1476,1476,2025-09-02 03:26:06,2025-09-02 04:02:06,18.49,185.19,Cash,1.26,3,
1480,1480,2025-09-28 20:08:17,2025-09-28 20:43:17,17.69,217.71,Card,1.3,3,
1481,1481,2025-08-16 02:33:53,2025-08-16 02:46:53,6.85,88.62,Wallet,1.4,3,
1482,1482,2025-09-26 15:24:52,2025-09-26 15:32:52,4.28,54.79,Card,1.38,0,
1483,1483,2025-05-19 16:20:59,2025-05-19 16:56:59,18.12,249.85,Wallet,1.26,1,
1486,1486,2025-06-24 06:55:24,2025-06-24 07:13:24,9.15,130.61,Cash,1.44,2,
1487,1487,2025-07-17 15:23:32,2025-07-17 15:54:32,15.69,173.2,Card,1.33,0,
1488,1488,2025-04-14 10:26:16,2025-04-14 10:29:16,1.52,22.54,Cash,1.17,0,
1489,1489,2025-06-24 20:40:42,2025-06-24 21:06:42,13.15,134.5,Card,1.25,2,
1490,1490,2025-05-08 15:35:48,2025-05-08 15:46:48,5.53,75.63,Card,1.08,0,
1492,1492,2025-05-21 13:36:49,2025-05-21 14:12:49,18.39,201.59,Wallet,1.46,1,
1494,1494,2025-08-05 12:19:37,2025-08-05 13:06:37,23.73,349.98,Wallet,1.23,0,
1495,1495,2025-04-29 17:33:55,2025-04-29 17:38:55,2.89,33.43,Card,1.18,1,
1496,1496,2025-05-03 05:19:10,2025-05-03 05:39:10,10.09,147.74,Wallet,1.17,0,
1497,1497,2025-08-21 19:29:03,2025-08-21 20:11:03,21.37,315.36,Card,1.04,2,
1498,1498,2025-05-01 23:08:30,2025-05-01 23:40:30,16.33,243.93,Cash,1.15,1,
1501,1501,2025-09-08 17:48:25,2025-09-08 18:22:25,17.32,220.58,Wallet,1.07,1,
1502,1502,2025-08-15 16:49:51,2025-08-15 17:19:51,15.31,171.91,Card,1.44,0,
1505,1505,2025-10-01 16:23:20,2025-10-01 17:01:20,19.05,262.5,Cash,1.07,3,
1506,1506,2025-05-20 21:18:46,2025-05-20 21:21:46,1.65,19.12,Card,1.12,2,
1507,1507,2025-06-17 21:08:33,2025-06-17 21:32:33,12.36,144.72,Card,1.32,0,
1509,1509,2025-07-03 16:27:03,2025-07-03 16:58:03,15.94,236.87,Cash,1.34,3,
1511,1511,2025-08-03 15:43:10,2025-08-03 16:06:10,11.54,168.51,Wallet,1.17,3,
1512,1512,2025-05-05 18:36:50,2025-05-05 18:42:50,3.4,44.38,Wallet,1.38,2,
1513,1513,2025-06-16 03:21:28,2025-06-16 04:09:28,24.43,277.29,Card,1.26,1,
1515,1515,2025-06-09 08:37:05,2025-06-09 08:48:05,5.82,87.05,Wallet,1.0,3,
1516,1516,2025-08-22 11:02:24,2025-08-22 11:18:24,8.14,103.32,Wallet,1.09,0,
1517,1517,2025-07-18 10:26:07,2025-07-18 11:06:07,20.42,218.28,Card,1.23,3,
1518,1518,2025-08-19 16:16:24,2025-08-19 16:49:24,16.94,220.42,Cash,1.06,0,
1520,1520,2025-04-29 06:58:29,2025-04-29 07:10:29,6.04,71.22,Cash,1.35,1,
1521,1521,2025-05-06 20:18:32,2025-05-06 20:34:32,8.49,89.89,Card,1.08,2,
1522,1522,2025-06-28 21:47:23,2025-06-28 21:57:23,5.13,71.27,Cash,1.37,3,
1523,1523,2025-08-21 15:26:28,2025-08-21 15:38:28,6.37,71.12,Card,1.01,0,
1524,1524,2025-07-25 23:46:27,2025-07-26 00:14:27,14.35,143.7,Cash,1.35,1,
1525,1525,2025-07-05 14:38:13,2025-07-05 15:22:13,22.15,296.4,Wallet,1.04,1,
1526,1526,2025-09-08 18:42:04,2025-09-08 19:27:04,22.88,342.33,Wallet,1.15,2,
1527,1527,2025-09-11 03:30:54,2025-09-11 03:36:54,3.13,44.92,Cash,1.03,2,
1528,1528,2025-09-06 20:51:02,2025-09-06 21:40:02,24.69,262.28,Wallet,1.48,1,
1529,1529,2025-04-17 14:17:19,2025-04-17 14:55:19,19.12,237.73,Cash,1.35,1,
1531,1531,2025-06-26 05:21:34,2025-06-26 05:45:34,12.0,121.31,Cash,1.45,1,
1532,1532,2025-09-26 08:16:08,2025-09-26 08:37:08,10.63,106.45,Card,1.26,1,
1536,1536,2025-09-27 01:45:03,2025-09-27 02:01:03,8.03,86.14,Card,1.21,3,
1537,1537,2025-09-21 09:31:12,2025-09-21 10:03:12,16.37,225.95,Wallet,1.21,3,
1539,1539,2025-06-15 04:01:16,2025-06-15 04:05:16,2.12,28.74,Wallet,1.34,2,
1540,1540,2025-08-21 17:06:21,2025-08-21 17:32:21,13.0,147.25,Wallet,1.39,1,
1541,1541,2025-06-09 07:49:55,2025-06-09 08:13:55,12.19,130.25,Wallet,1.41,0,
1542,1542,2025-04-12 13:05:31,2025-04-12 13:12:31,3.84,57.59,Cash,1.16,2,
1544,1544,2025-05-20 13:51:22,2025-05-20 14:35:22,22.27,270.22,Card,1.21,1,
1547,1547,2025-08-14 15:05:54,2025-08-14 15:22:54,8.75,95.33,Cash,1.04,2,
1548,1548,2025-09-09 22:24:37,2025-09-09 22:52:37,14.05,178.5,Card,1.28,1,
1550,1550,2025-06-29 11:50:13,2025-06-29 11:58:13,4.19,53.69,Cash,1.27,2,
1551,1551,2025-08-06 07:12:06,2025-08-06 07:50:06,19.12,210.11,Card,1.13,1,
1552,1552,2025-07-14 10:16:32,2025-07-14 10:37:32,10.87,122.07,Cash,1.18,1,
1553,1553,2025-09-27 00:47:32,2025-09-27 01:22:32,17.64,200.76,Wallet,1.28,2,
1555,1555,2025-05-23 19:58:19,2025-05-23 20:01:19,1.55,19.04,Cash,1.01,2,
1557,1557,2025-05-28 19:20:05,2025-05-28 19:25:05,2.96,38.52,Card,1.49,0,
1558,1558,2025-07-02 23:38:34,2025-07-03 00:23:34,22.82,318.37,Wallet,1.22,2,
1559,1559,2025-05-22 12:58:00,2025-05-22 13:05:00,3.87,55.85,Cash,1.14,3,
1560,1560,2025-07-26 00:08:39,2025-07-26 00:50:39,21.07,276.28,Cash,1.3,3,
1562,1562,2025-04-12 02:49:16,2025-04-12 02:54:16,2.66,34.79,Card,1.22,1,
1563,1563,2025-05-18 08:52:11,2025-05-18 09:27:11,17.86,180.36,Card,1.0,2,
1564,1564,2025-05-26 03:24:01,2025-05-26 03:32:01,4.37,52.1,Cash,1.28,0,
1565,1565,2025-04-28 06:58:21,2025-04-28 07:44:21,23.27,265.51,Wallet,1.3,3,
1566,1566,2025-10-02 22:46:37,2025-10-02 23:12:37,13.46,145.23,Card,1.45,2,
1567,1567,2025-10-02 04:26:39,2025-10-02 04:30:39,2.43,34.7,Wallet,1.04,1,
1568,1568,2025-08-16 12:27:41,2025-08-16 12:45:41,9.05,117.36,Cash,1.17,2,
1572,1572,2025-09-13 12:57:06,2025-09-13 13:42:06,22.73,312.44,Wallet,1.1,2,
1573,1573,2025-06-14 22:27:53,2025-06-14 23:06:53,19.68,231.17,Wallet,1.49,1,
1575,1575,2025-05-23 23:08:44,2025-05-23 23:13:44,2.87,35.09,Wallet,1.48,2,
1576,1576,2025-04-27 13:42:25,2025-04-27 14:19:25,18.56,256.42,Cash,1.07,0,
1577,1577,2025-04-15 07:34:31,2025-04-15 07:52:31,9.24,110.72,Wallet,1.08,0,
1578,1578,2025-07-31 08:32:21,2025-07-31 08:45:21,6.76,71.05,Cash,1.35,0,
1579,1579,2025-09-23 10:39:30,2025-09-23 10:57:30,9.33,107.06,Card,1.46,0,
1580,1580,2025-09-19 02:05:46,2025-09-19 02:36:46,15.92,160.64,Card,1.38,1,
1582,1582,2025-07-11 09:37:06,2025-07-11 09:42:06,2.58,35.81,Card,1.13,2,
1583,1583,2025-06-14 02:36:46,2025-06-14 02:50:46,7.45,75.8,Cash,1.48,2,
